batch_id,source_system,source_doc_type,source_doc_id,source_line_id,event_timestamp,load_timestamp,status_code,error_code,error_message,ledger_id,legal_entity_id,business_unit,company_code,accounting_date,period_name,journal_category,currency_code,exchange_rate_type,exchange_rate,segment_account,segment_department,segment_product,segment_project,segment_interco,segment_custom1,segment_custom2,customer_id,supplier_id,bank_account_id,invoice_id,invoice_line_id,po_id,receipt_id,asset_id,project_id,quantity,uom_code,tax_code,tax_rate,tax_amount_entered,revrec_rule_code,revrec_start_date,revrec_end_date,description,reference1,reference2,reference3,reference4,reference5,reversal_flag,reversed_interface_id,created_by,updated_by,entered_dr,entered_cr,accounted_dr,accounted_cr
SALE_20251030_164056,SALE,CM,TXN000011,LINE000011,2025-08-18 00:00:00,2025-10-30 07:41:07.678530+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-18,2025-08,Sales,USD,Corporate,143.579894,4100,DEPT_CU,PROD0076,,,CAMP06,SALES10,CUST0056,,,INV000011,LINE000011,,,,,48.7200,M,TAX_REDUCED,0.0800,21555.7000,MONTHLY,2025-08-18,,Product Name PROD0076 | Customer: CUST0056,,INV000011,,REF1_11,REF2_11,False,,ETL_SALES,ETL_SALES,0,269446.2600,0.000000,38687065.4494964400
SALE_20251030_164056,SALE,PMT,TXN000012,LINE000012,2025-08-04 00:00:00,2025-10-30 07:41:07.678530+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-04 00:00:00,2025-08,Payment,USD,Corporate,143.736005,1100,DEPT_CU,PROD0140,,,CAMP04,SALES09,CUST0014,,,,LINE000012,,,,,45.8300,L,TAX_EXEMPT,0.1000,8586.9300,IMMEDIATE,,,Product Name PROD0140 | Customer: CUST0014,,,,REF1_12,REF2_12,False,,ETL_SALES,ETL_SALES,85869.3500,0,12342517.3209467500,0.000000
SALE_20251030_164056,SALE,ORDER,TXN000013,LINE000013,2025-08-06 00:00:00,2025-10-30 07:41:07.678530+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-06 00:00:00,2025-08,Sales,EUR,Corporate,161.623053,4100,DEPT_CU,PROD0158,,,CAMP01,SALES01,CUST0100,,,,LINE000013,,,,,26.8400,EA,TAX_REDUCED,0.0800,13674.7500,MONTHLY,,,Product Name PROD0158 | Order: ORD000013 | Customer: CUST0100,ORD000013,,,REF1_13,REF2_13,False,,ETL_SALES,ETL_SALES,0,170934.3400,0.000000,27626929.8933400200
SALE_20251030_164056,SALE,PMT,TXN000014,LINE000014,2025-08-29 00:00:00,2025-10-30 07:41:07.678530+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-29 00:00:00,2025-08,Payment,USD,Corporate,141.211199,1100,DEPT_CU,PROD0161,,,CAMP04,SALES05,CUST0030,,,,LINE000014,,,,,4.6400,KG,TAX_EXEMPT,0.0800,1243.4600,MONTHLY,,,Product Name PROD0161 | Customer: CUST0030,,,,REF1_14,REF2_14,False,,ETL_SALES,ETL_SALES,15543.2100,0,2194875.3204087900,0.000000
SALE_20251030_164056,SALE,ORDER,TXN000015,LINE000015,2025-08-30 00:00:00,2025-10-30 07:41:07.678530+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-30 00:00:00,2025-08,Sales,EUR,Corporate,158.490168,4100,DEPT_CU,PROD0103,,,CAMP01,SALES08,CUST0053,,,,LINE000015,,,,,48.6900,M,TAX_STD,0.1000,49150.9100,IMMEDIATE,,,Product Name PROD0103 | Order: ORD000015 | Customer: CUST0053,ORD000015,,,REF1_15,REF2_15,False,,ETL_SALES,ETL_SALES,0,491509.0700,0.000000,77899355.0778237600
SALE_20251030_164056,SALE,CM,TXN000016,LINE000016,2025-08-08 00:00:00,2025-10-30 07:41:07.679572+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-08,2025-08,Sales,EUR,Corporate,153.260398,4100,DEPT_CU,PROD0059,,,CAMP01,SALES08,CUST0043,,,INV000016,LINE000016,,,,,87.7500,L,TAX_EXEMPT,0.1000,4457.0700,PROJECT,2025-08-08,,Product Name PROD0059 | Customer: CUST0043,,INV000016,,REF1_16,REF2_16,False,,ETL_SALES,ETL_SALES,0,44570.7400,0.000000,6830929.3515545200
SALE_20251030_164056,SALE,SHIP,TXN000017,LINE000017,2025-08-21 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-21 00:00:00,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0007,,,CAMP05,SALES15,CUST0079,,,,LINE000017,,,,,86.6400,KG,TAX_EXEMPT,0.0800,21384.0700,IMMEDIATE,,,Product Name PROD0007 | Order: ORD000017 | Customer: CUST0079,ORD000017,,SHIP000017,REF1_17,REF2_17,False,,ETL_SALES,ETL_SALES,0,267300.9100,0.0,267300.91000
SALE_20251030_164056,SALE,SHIP,TXN000018,LINE000018,2025-08-31 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-31 00:00:00,2025-08,Sales,USD,Corporate,144.795119,4100,DEPT_CU,PROD0009,,,CAMP08,SALES03,CUST0092,,,,LINE000018,,,,,75.5600,L,TAX_REDUCED,0.0800,4396.3000,IMMEDIATE,,,Product Name PROD0009 | Order: ORD000018 | Customer: CUST0092,ORD000018,,SHIP000018,REF1_18,REF2_18,False,,ETL_SALES,ETL_SALES,0,54953.8100,0.000000,7957043.4584533900
SALE_20251030_164056,SALE,INVOICE,TXN000019,LINE000019,2025-08-17 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-17,2025-08,Sales,EUR,Corporate,168.6814,2300,DEPT_CU,PROD0186,,,CAMP07,SALES13,CUST0051,,,INV000019,LINE000019,,,,,87.6700,L,TAX_EXEMPT,0.1000,20621.2600,MONTHLY,2025-08-17,,Product Name PROD0186 | Customer: CUST0051,,INV000019,,REF1_19,REF2_19,False,,ETL_SALES,ETL_SALES,0,206212.6400,0.0000,34784236.81289600
SALE_20251030_164056,SALE,CM,TXN000020,LINE000020,2025-08-19 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-19,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0049,,,CAMP08,SALES15,CUST0048,,,INV000020,LINE000020,,,,,10.0900,EA,TAX_EXEMPT,0.0800,7251.4500,MONTHLY,2025-08-19,,Product Name PROD0049 | Customer: CUST0048,,INV000020,,REF1_20,REF2_20,False,,ETL_SALES,ETL_SALES,0,90643.1100,0.0,90643.11000
SALE_20251030_164056,SALE,SHIP,TXN000021,LINE000021,2025-08-13 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-13 00:00:00,2025-08,Sales,USD,Corporate,141.402705,4100,DEPT_CU,PROD0072,,,CAMP05,SALES17,CUST0013,,,,LINE000021,,,,,34.1700,EA,TAX_STD,0.0800,21231.9900,MONTHLY,,,Product Name PROD0072 | Order: ORD000021 | Customer: CUST0013,ORD000021,,SHIP000021,REF1_21,REF2_21,False,,ETL_SALES,ETL_SALES,0,265399.8900,0.000000,37528262.3527024500
SALE_20251030_164056,SALE,INVOICE,TXN000022,LINE000022,2025-08-10 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-10,2025-08,Sales,USD,Corporate,147.07588,2300,DEPT_CU,PROD0089,,,CAMP03,SALES05,CUST0068,,,INV000022,LINE000022,,,,,53.1200,KG,TAX_EXEMPT,0.0800,32122.3300,PROJECT,2025-08-10,,Product Name PROD0089 | Customer: CUST0068,,INV000022,,REF1_22,REF2_22,False,,ETL_SALES,ETL_SALES,0,401529.1600,0.00000,59055254.552660800
SALE_20251030_164056,SALE,PMT,TXN000023,LINE000023,2025-08-30 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-30 00:00:00,2025-08,Payment,USD,Corporate,157.245543,1100,DEPT_CU,PROD0200,,,CAMP06,SALES10,CUST0008,,,,LINE000023,,,,,74.4400,L,TAX_REDUCED,0.0800,31421.9900,IMMEDIATE,,,Product Name PROD0200 | Customer: CUST0008,,,,REF1_23,REF2_23,False,,ETL_SALES,ETL_SALES,392774.8900,0,61762100.8548152700,0.000000
SALE_20251030_164056,SALE,ORDER,TXN000024,LINE000024,2025-08-23 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-23 00:00:00,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0146,,,CAMP02,SALES04,CUST0065,,,,LINE000024,,,,,46.1100,M,TAX_STD,0.1000,25352.5900,IMMEDIATE,,,Product Name PROD0146 | Order: ORD000024 | Customer: CUST0065,ORD000024,,,REF1_24,REF2_24,False,,ETL_SALES,ETL_SALES,0,253525.8600,0.0,253525.86000
SALE_20251030_164056,SALE,SHIP,TXN000025,LINE000025,2025-08-16 00:00:00,2025-10-30 07:41:07.680571+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-16 00:00:00,2025-08,Sales,USD,Corporate,143.427914,4100,DEPT_CU,PROD0109,,,CAMP04,SALES16,CUST0007,,,,LINE000025,,,,,51.4500,EA,TAX_EXEMPT,0.0800,16178.4200,PROJECT,,,Product Name PROD0109 | Order: ORD000025 | Customer: CUST0007,ORD000025,,SHIP000025,REF1_25,REF2_25,False,,ETL_SALES,ETL_SALES,0,202230.3000,0.000000,29005470.0765942000
SALE_20251030_164056,SALE,SHIP,TXN000026,LINE000026,2025-08-10 00:00:00,2025-10-30 07:41:07.681526+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-10 00:00:00,2025-08,Sales,USD,Corporate,145.183948,4100,DEPT_CU,PROD0176,,,CAMP07,SALES09,CUST0044,,,,LINE000026,,,,,18.6700,M,TAX_STD,0.1000,13063.0500,MONTHLY,,,Product Name PROD0176 | Order: ORD000026 | Customer: CUST0044,ORD000026,,SHIP000026,REF1_26,REF2_26,False,,ETL_SALES,ETL_SALES,0,130630.5500,0.000000,18965458.9784114000
SALE_20251030_164056,SALE,PMT,TXN000027,LINE000027,2025-08-01 00:00:00,2025-10-30 07:41:07.681526+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-01 00:00:00,2025-08,Payment,EUR,Corporate,161.140876,1100,DEPT_CU,PROD0141,,,CAMP10,SALES18,CUST0018,,,,LINE000027,,,,,39.4300,M,TAX_REDUCED,0.0800,30402.0200,IMMEDIATE,,,Product Name PROD0141 | Customer: CUST0018,,,,REF1_27,REF2_27,False,,ETL_SALES,ETL_SALES,380025.3000,0,61237609.7441628000,0.000000
SALE_20251030_164056,SALE,SHIP,TXN000028,LINE000028,2025-08-05 00:00:00,2025-10-30 07:41:07.681526+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-05 00:00:00,2025-08,Sales,USD,Corporate,154.923611,4100,DEPT_CU,PROD0025,,,CAMP09,SALES03,CUST0039,,,,LINE000028,,,,,1.6400,EA,TAX_EXEMPT,0.1000,552.8600,PROJECT,,,Product Name PROD0025 | Order: ORD000028 | Customer: CUST0039,ORD000028,,SHIP000028,REF1_28,REF2_28,False,,ETL_SALES,ETL_SALES,0,5528.6300,0.000000,856515.3234829300
SALE_20251030_164056,SALE,SHIP,TXN000029,LINE000029,2025-08-16 00:00:00,2025-10-30 07:41:07.681526+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-16 00:00:00,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0191,,,CAMP05,SALES15,CUST0009,,,,LINE000029,,,,,54.2100,M,TAX_EXEMPT,0.1000,41273.1600,PROJECT,,,Product Name PROD0191 | Order: ORD000029 | Customer: CUST0009,ORD000029,,SHIP000029,REF1_29,REF2_29,False,,ETL_SALES,ETL_SALES,0,412731.5800,0.0,412731.58000
SALE_20251030_164056,SALE,PMT,TXN000030,LINE000030,2025-08-12 00:00:00,2025-10-30 07:41:07.681526+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-12 00:00:00,2025-08,Payment,EUR,Corporate,161.926704,1100,DEPT_CU,PROD0037,,,CAMP02,SALES20,CUST0054,,,,LINE000030,,,,,57.8900,L,TAX_REDUCED,0.0800,37386.5100,IMMEDIATE,,,Product Name PROD0037 | Customer: CUST0054,,,,REF1_30,REF2_30,False,,ETL_SALES,ETL_SALES,467331.3200,0,75673420.3235692800,0.000000
SALE_20251030_164056,SALE,ORDER,TXN000031,LINE000031,2025-08-09 00:00:00,2025-10-30 07:41:07.681526+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-09 00:00:00,2025-08,Sales,EUR,Corporate,151.14395,4100,DEPT_CU,PROD0092,,,CAMP01,SALES11,CUST0060,,,,LINE000031,,,,,5.2100,L,TAX_REDUCED,0.1000,3450.2300,PROJECT,,,Product Name PROD0092 | Order: ORD000031 | Customer: CUST0060,ORD000031,,,REF1_31,REF2_31,False,,ETL_SALES,ETL_SALES,0,34502.3400,0.00000,5214819.951843000
SALE_20251030_164056,SALE,PMT,TXN000032,LINE000032,2025-08-28 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-28 00:00:00,2025-08,Payment,USD,Corporate,155.936044,1100,DEPT_CU,PROD0117,,,CAMP08,SALES14,CUST0084,,,,LINE000032,,,,,58.3300,L,TAX_STD,0.0800,28535.5600,MONTHLY,,,Product Name PROD0117 | Customer: CUST0084,,,,REF1_32,REF2_32,False,,ETL_SALES,ETL_SALES,356694.5200,0,55621532.3652788800,0.000000
SALE_20251030_164056,SALE,SHIP,TXN000033,LINE000033,2025-08-21 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-21 00:00:00,2025-08,Sales,USD,Corporate,154.925799,4100,DEPT_CU,PROD0174,,,CAMP08,SALES12,CUST0009,,,,LINE000033,,,,,54.4500,L,TAX_STD,0.1000,10082.4600,IMMEDIATE,,,Product Name PROD0174 | Order: ORD000033 | Customer: CUST0009,ORD000033,,SHIP000033,REF1_33,REF2_33,False,,ETL_SALES,ETL_SALES,0,100824.6000,0.000000,15620331.7138554000
SALE_20251030_164056,SALE,ORDER,TXN000034,LINE000034,2025-08-29 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-29 00:00:00,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0004,,,CAMP09,SALES20,CUST0082,,,,LINE000034,,,,,46.9400,KG,TAX_EXEMPT,0.0800,10401.2500,MONTHLY,,,Product Name PROD0004 | Order: ORD000034 | Customer: CUST0082,ORD000034,,,REF1_34,REF2_34,False,,ETL_SALES,ETL_SALES,0,130015.5700,0.0,130015.57000
SALE_20251030_164056,SALE,ORDER,TXN000035,LINE000035,2025-08-02 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-02 00:00:00,2025-08,Sales,USD,Corporate,146.565171,4100,DEPT_CU,PROD0053,,,CAMP03,SALES01,CUST0018,,,,LINE000035,,,,,61.6300,M,TAX_STD,0.0800,9685.1600,PROJECT,,,Product Name PROD0053 | Order: ORD000035 | Customer: CUST0018,ORD000035,,,REF1_35,REF2_35,False,,ETL_SALES,ETL_SALES,0,121064.4600,0.000000,17743833.2819226600
SALE_20251030_164056,SALE,CM,TXN000036,LINE000036,2025-08-13 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-13,2025-08,Sales,USD,Corporate,152.344588,4100,DEPT_CU,PROD0010,,,CAMP08,SALES17,CUST0081,,,INV000036,LINE000036,,,,,72.8800,M,TAX_REDUCED,0.0800,27129.0700,PROJECT,2025-08-13,,Product Name PROD0010 | Customer: CUST0081,,INV000036,,REF1_36,REF2_36,False,,ETL_SALES,ETL_SALES,0,339113.3900,0.000000,51662089.6848333200
SALE_20251030_164056,SALE,PMT,TXN000037,LINE000037,2025-08-14 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-14 00:00:00,2025-08,Payment,JPY,Corporate,1.0,1100,DEPT_CU,PROD0189,,,CAMP02,SALES05,CUST0031,,,,LINE000037,,,,,86.3400,EA,TAX_STD,0.0800,1324.7200,MONTHLY,,,Product Name PROD0189 | Customer: CUST0031,,,,REF1_37,REF2_37,False,,ETL_SALES,ETL_SALES,16558.9500,0,16558.95000,0.0
SALE_20251030_164056,SALE,INVOICE,TXN000038,LINE000038,2025-08-29 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-29,2025-08,Sales,JPY,Corporate,1.0,2300,DEPT_CU,PROD0103,,,CAMP09,SALES02,CUST0071,,,INV000038,LINE000038,,,,,10.0900,L,TAX_STD,0.0800,5684.3500,MONTHLY,2025-08-29,,Product Name PROD0103 | Customer: CUST0071,,INV000038,,REF1_38,REF2_38,False,,ETL_SALES,ETL_SALES,0,71054.4100,0.0,71054.41000
SALE_20251030_164056,SALE,INVOICE,TXN000039,LINE000039,2025-08-21 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-21,2025-08,Sales,EUR,Corporate,168.273796,2300,DEPT_CU,PROD0019,,,CAMP10,SALES18,CUST0097,,,INV000039,LINE000039,,,,,36.2000,M,TAX_STD,0.0800,21561.3200,IMMEDIATE,2025-08-21,,Product Name PROD0019 | Customer: CUST0097,,INV000039,,REF1_39,REF2_39,False,,ETL_SALES,ETL_SALES,0,269516.5400,0.000000,45352571.2705858400
SALE_20251030_164056,SALE,SHIP,TXN000040,LINE000040,2025-08-14 00:00:00,2025-10-30 07:41:07.684532+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-14 00:00:00,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0183,,,CAMP06,SALES06,CUST0100,,,,LINE000040,,,,,62.2900,KG,TAX_STD,0.1000,12645.5300,MONTHLY,,,Product Name PROD0183 | Order: ORD000040 | Customer: CUST0100,ORD000040,,SHIP000040,REF1_40,REF2_40,False,,ETL_SALES,ETL_SALES,0,126455.3300,0.0,126455.33000
SALE_20251030_164056,SALE,ORDER,TXN000041,LINE000041,2025-08-12 00:00:00,2025-10-30 07:41:07.685524+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-12 00:00:00,2025-08,Sales,JPY,Corporate,1.0,4100,DEPT_CU,PROD0159,,,CAMP07,SALES03,CUST0017,,,,LINE000041,,,,,5.3400,M,TAX_EXEMPT,0.0800,2105.8200,PROJECT,,,Product Name PROD0159 | Order: ORD000041 | Customer: CUST0017,ORD000041,,,REF1_41,REF2_41,False,,ETL_SALES,ETL_SALES,0,26322.7600,0.0,26322.76000
SALE_20251030_164056,SALE,ORDER,TXN000042,LINE000042,2025-08-20 00:00:00,2025-10-30 07:41:07.685524+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-20 00:00:00,2025-08,Sales,USD,Corporate,151.427612,4100,DEPT_CU,PROD0152,,,CAMP10,SALES14,CUST0086,,,,LINE000042,,,,,18.5200,M,TAX_EXEMPT,0.0800,10888.1300,IMMEDIATE,,,Product Name PROD0152 | Order: ORD000042 | Customer: CUST0086,ORD000042,,,REF1_42,REF2_42,False,,ETL_SALES,ETL_SALES,0,136101.6100,0.000000,20609541.7916553200
SALE_20251030_164056,SALE,ORDER,TXN000043,LINE000043,2025-08-24 00:00:00,2025-10-30 07:41:07.685524+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-24 00:00:00,2025-08,Sales,USD,Corporate,144.928868,4100,DEPT_CU,PROD0016,,,CAMP01,SALES05,CUST0029,,,,LINE000043,,,,,14.4800,KG,TAX_REDUCED,0.0800,1265.0500,PROJECT,,,Product Name PROD0016 | Order: ORD000043 | Customer: CUST0029,ORD000043,,,REF1_43,REF2_43,False,,ETL_SALES,ETL_SALES,0,15813.1000,0.000000,2291774.6825708000
SALE_20251030_164056,SALE,INVOICE,TXN000044,LINE000044,2025-08-23 00:00:00,2025-10-30 07:41:07.685524+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-23,2025-08,Sales,EUR,Corporate,151.539205,2300,DEPT_CU,PROD0145,,,CAMP08,SALES19,CUST0076,,,INV000044,LINE000044,,,,,5.5200,L,TAX_EXEMPT,0.1000,1551.5400,PROJECT,2025-08-23,,Product Name PROD0145 | Customer: CUST0076,,INV000044,,REF1_44,REF2_44,False,,ETL_SALES,ETL_SALES,0,15515.3600,0.000000,2351185.3196888000
SALE_20251030_164056,SALE,INVOICE,TXN000045,LINE000045,2025-08-13 00:00:00,2025-10-30 07:41:07.685524+00:00,READY,,,GL001,COMP001,BU001,COMP001,2025-08-13,2025-08,Sales,USD,Corporate,140.829592,2300,DEPT_CU,PROD0156,,,CAMP10,SALES15,CUST0097,,,INV000045,LINE000045,,,,,70.4700,KG,TAX_STD,0.0800,49087.9500,PROJECT,2025-08-13,,Product Name PROD0156 | Customer: CUST0097,,INV000045,,REF1_45,REF2_45,False,,ETL_SALES,ETL_SALES,0,613599.3900,0.000000,86412951.7451488800
